satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
tres bien,tres bien,high,272,3,no,no,no,sales,low
excellent,excellent,medium,156,3,yes,no,no,sales,low
excellent,excellent,low,154,2,yes,no,no,sales,low
excellent,bien,low,237,3,yes,no,no,sales,low
excellent,tres bien,low,271,6,no,no,no,sales,low
passable,excellent,high,152,3,no,no,no,sales,low
excellent,bien,medium,152,3,yes,no,no,sales,low
tres bien,tres bien,low,172,3,no,no,no,sales,low
tres bien,bien,medium,214,2,yes,no,no,sales,medium
tres bien,excellent,medium,201,3,no,no,no,sales,medium
tres bien,excellent,low,275,3,yes,no,no,sales,medium
excellent,tres bien,low,156,3,no,no,no,sales,medium
excellent,excellent,low,234,2,no,no,no,sales,medium
tres bien,tres bien,low,123,2,no,no,no,sales,medium
tres bien,tres bien,low,201,4,no,no,no,accounting,medium
tres bien,excellent,medium,160,4,yes,no,no,accounting,medium
excellent,bien,low,173,2,no,no,no,accounting,medium
bien,tres bien,medium,141,2,yes,no,no,hr,medium
excellent,tres bien,low,231,6,no,no,no,hr,medium
excellent,bien,medium,174,2,no,no,no,hr,medium
tres bien,bien,medium,211,3,no,no,no,hr,high
bien,excellent,low,249,3,no,no,no,technical,high
bien,excellent,low,108,5,no,no,no,technical,high
excellent,tres bien,medium,165,3,no,no,no,technical,high
bien,excellent,low,181,4,no,no,no,technical,high
tres bien,bien,low,237,2,no,no,no,technical,high
tres bien,excellent,medium,180,2,no,no,no,technical,high
tres bien,tres bien,low,209,3,no,no,no,technical,high
tres bien,tres bien,low,191,5,yes,no,no,technical,low
tres bien,excellent,medium,181,2,yes,no,no,technical,low
tres bien,bien,medium,250,2,no,no,no,technical,low
bien,bien,low,179,2,no,no,no,technical,low
tres bien,tres bien,low,225,4,no,no,no,support,low
tres bien,tres bien,medium,267,2,yes,no,no,support,low
assez bien,bien,low,169,2,yes,no,no,support,low
bien,bien,medium,164,3,no,no,no,support,low
excellent,excellent,medium,155,3,no,no,no,support,medium
excellent,tres bien,medium,223,2,yes,no,no,support,medium
tres bien,tres bien,low,160,3,no,no,no,support,medium
tres bien,tres bien,medium,268,2,no,no,no,support,medium
bien,tres bien,medium,151,4,yes,no,no,support,medium
tres bien,excellent,low,156,2,no,no,no,support,medium
excellent,bien,medium,136,3,no,no,no,support,medium
bien,bien,low,189,2,no,no,no,technical,medium
excellent,excellent,medium,203,2,no,no,no,technical,medium
excellent,tres bien,medium,174,2,no,no,no,technical,medium
tres bien,excellent,low,239,2,no,no,no,management,medium
bien,tres bien,medium,152,6,no,no,no,IT,medium
bien,excellent,medium,268,6,no,no,no,IT,medium
excellent,excellent,medium,146,3,no,no,no,IT,medium
tres bien,excellent,low,232,4,no,no,no,IT,medium
excellent,bien,low,255,5,no,no,no,IT,medium
assez bien,assez bien,medium,129,4,no,no,no,product_mng,medium
excellent,tres bien,low,261,3,yes,no,no,product_mng,medium
tres bien,tres bien,low,101,2,yes,no,no,product_mng,medium
excellent,bien,medium,229,3,no,no,no,product_mng,medium
assez bien,bien,low,162,4,no,no,no,IT,medium
excellent,bien,medium,270,3,no,no,no,RandD,medium
assez bien,bien,high,277,5,no,no,no,RandD,medium
tres bien,excellent,medium,261,4,no,no,no,RandD,high
tres bien,tres bien,medium,204,2,no,no,no,RandD,low
passable,excellent,low,215,2,no,no,no,RandD,medium
tres bien,excellent,low,219,3,no,no,no,marketing,medium
bien,bien,low,147,4,no,no,no,sales,medium
bien,tres bien,medium,243,2,no,no,no,accounting,medium
tres bien,bien,low,155,5,yes,no,no,support,medium
tres bien,excellent,low,253,2,no,no,no,technical,medium
tres bien,excellent,medium,235,3,no,no,no,management,medium
excellent,tres bien,medium,257,3,no,no,no,marketing,medium
bien,bien,medium,225,2,no,no,no,marketing,medium
excellent,excellent,low,167,3,no,no,no,marketing,medium
excellent,bien,medium,224,4,no,no,no,sales,low
excellent,bien,medium,127,3,no,no,no,sales,low
bien,tres bien,low,256,3,yes,no,no,sales,low
excellent,tres bien,medium,233,2,no,no,no,sales,low
excellent,excellent,medium,169,4,no,no,no,sales,low
bien,bien,low,152,2,no,no,no,sales,low
bien,tres bien,medium,236,2,no,no,no,sales,low
passable,excellent,low,154,2,no,no,no,sales,high
excellent,tres bien,low,223,2,no,no,no,sales,low
excellent,excellent,medium,211,3,no,no,no,sales,high
tres bien,excellent,medium,192,2,no,no,no,sales,high
excellent,excellent,medium,227,2,yes,no,no,sales,low
bien,excellent,medium,265,3,yes,no,no,sales,low
tres bien,tres bien,medium,228,2,no,no,no,sales,high
excellent,bien,medium,152,3,no,no,no,sales,low
assez bien,excellent,medium,169,5,no,no,no,sales,medium
tres bien,excellent,low,169,3,no,no,no,sales,high
excellent,tres bien,medium,157,3,no,no,no,sales,medium
excellent,bien,medium,251,2,yes,no,no,sales,medium
bien,tres bien,medium,253,2,no,no,no,accounting,medium
excellent,excellent,low,155,2,no,no,no,accounting,medium
bien,excellent,low,232,2,no,no,no,accounting,high
bien,bien,medium,195,2,no,no,no,hr,medium
tres bien,tres bien,medium,198,3,yes,no,no,hr,medium
excellent,excellent,low,246,3,no,no,no,hr,medium
tres bien,excellent,low,214,3,no,no,no,hr,high
tres bien,tres bien,medium,249,3,no,no,no,technical,medium
bien,tres bien,low,211,3,yes,no,no,technical,high
tres bien,tres bien,medium,269,3,no,no,no,technical,low
bien,tres bien,medium,214,3,no,no,no,technical,medium
excellent,excellent,medium,231,3,no,no,no,technical,medium
excellent,tres bien,low,175,3,no,no,no,technical,medium
bien,tres bien,medium,175,3,no,no,no,technical,medium
excellent,excellent,medium,238,5,no,no,no,technical,low
tres bien,tres bien,medium,228,4,no,no,no,technical,low
excellent,excellent,low,220,4,no,no,no,technical,low
excellent,bien,medium,233,2,yes,no,no,technical,low
excellent,bien,low,225,4,no,no,no,support,low
tres bien,excellent,medium,187,3,no,no,no,support,low
assez bien,tres bien,low,117,3,no,no,no,support,low
excellent,excellent,low,184,3,yes,no,no,support,low
tres bien,bien,low,216,3,no,no,no,support,low
excellent,tres bien,medium,140,2,yes,no,no,support,low
bien,tres bien,low,201,2,yes,no,no,support,high
tres bien,tres bien,medium,167,3,yes,no,no,support,low
tres bien,excellent,medium,203,2,no,no,no,support,low
tres bien,excellent,medium,231,2,yes,no,no,support,low
tres bien,tres bien,low,141,4,no,no,no,support,low
passable,excellent,high,226,3,yes,no,no,technical,high
bien,tres bien,low,199,2,no,no,no,technical,low
tres bien,bien,medium,192,3,no,no,no,technical,low
bien,bien,medium,247,2,no,no,no,management,low
excellent,tres bien,low,164,3,no,no,no,IT,high
excellent,tres bien,medium,234,2,no,no,no,IT,low
bien,tres bien,low,177,3,yes,no,no,IT,medium
excellent,excellent,low,208,2,no,no,no,IT,high
tres bien,excellent,low,233,3,no,no,no,IT,medium
tres bien,bien,medium,172,3,no,no,no,product_mng,high
tres bien,bien,low,141,3,no,no,no,product_mng,medium
tres bien,bien,low,213,3,no,no,no,product_mng,medium
tres bien,assez bien,medium,128,3,yes,no,no,product_mng,medium
excellent,excellent,medium,151,3,yes,no,no,IT,medium
bien,bien,medium,247,3,no,no,no,RandD,medium
passable,excellent,high,143,4,no,no,no,RandD,medium
excellent,tres bien,low,164,3,no,no,no,RandD,medium
tres bien,tres bien,low,183,3,no,no,no,RandD,medium
excellent,excellent,medium,274,3,no,no,no,RandD,high
tres bien,tres bien,medium,261,2,no,no,no,marketing,low
tres bien,excellent,medium,200,3,no,no,no,sales,medium
tres bien,excellent,medium,177,2,no,no,no,accounting,medium
assez bien,assez bien,medium,139,4,no,no,no,support,medium
assez bien,bien,high,228,5,no,no,no,technical,medium
tres bien,tres bien,low,230,2,no,no,no,management,medium
tres bien,bien,medium,212,4,no,no,no,marketing,medium
excellent,tres bien,medium,265,4,no,no,no,marketing,medium
assez bien,tres bien,low,124,4,no,no,no,marketing,medium
assez bien,excellent,medium,155,3,no,no,no,sales,medium
tres bien,bien,medium,215,4,no,no,no,sales,high
excellent,bien,medium,214,2,no,no,no,sales,low
excellent,tres bien,low,181,3,no,no,no,sales,low
tres bien,tres bien,medium,229,2,no,no,no,sales,low
bien,tres bien,medium,262,2,no,no,no,sales,high
excellent,excellent,low,165,3,no,no,no,sales,low
excellent,tres bien,medium,136,3,no,no,no,sales,low
excellent,tres bien,medium,151,2,yes,no,no,sales,low
tres bien,excellent,medium,226,4,no,no,no,sales,high
excellent,excellent,medium,215,2,no,no,no,sales,low
passable,bien,high,143,5,yes,no,no,sales,low
passable,tres bien,low,223,4,yes,no,no,sales,low
bien,tres bien,medium,271,3,no,no,no,sales,low
tres bien,tres bien,low,220,3,no,no,no,sales,low
assez bien,bien,high,182,4,no,no,no,sales,low
tres bien,excellent,low,190,3,no,no,no,sales,low
tres bien,bien,low,198,3,no,no,no,sales,medium
tres bien,tres bien,low,141,2,no,no,no,sales,medium
bien,excellent,low,248,2,no,no,no,accounting,medium
assez bien,tres bien,low,168,5,no,no,no,accounting,medium
tres bien,bien,medium,162,3,no,no,no,accounting,medium
tres bien,excellent,medium,211,3,no,no,no,hr,medium
tres bien,tres bien,medium,271,3,no,no,no,hr,medium
excellent,tres bien,low,271,2,no,no,no,hr,medium
tres bien,excellent,medium,244,2,no,no,no,hr,medium
tres bien,bien,medium,261,3,yes,no,no,technical,medium
tres bien,excellent,low,225,3,no,no,no,technical,medium
assez bien,excellent,medium,266,5,no,no,no,technical,medium
excellent,tres bien,low,146,5,yes,no,no,technical,high
tres bien,tres bien,low,233,3,no,no,no,technical,low
bien,bien,medium,180,3,no,no,no,technical,medium
tres bien,bien,medium,208,3,no,no,no,technical,medium
tres bien,tres bien,medium,165,4,yes,no,no,technical,medium
tres bien,tres bien,medium,221,4,no,no,no,technical,medium
bien,tres bien,low,215,2,no,no,no,technical,low
bien,bien,high,264,6,no,no,no,technical,low
excellent,excellent,low,160,4,no,no,no,support,low
tres bien,excellent,low,192,3,no,no,no,support,low
tres bien,excellent,medium,201,2,no,no,no,support,low
bien,excellent,medium,264,2,no,no,no,support,low
tres bien,excellent,medium,186,3,yes,no,no,support,low
tres bien,excellent,medium,272,3,no,no,no,support,low
tres bien,excellent,medium,216,3,no,no,no,support,low
tres bien,tres bien,medium,142,2,yes,no,no,support,low
bien,bien,medium,133,3,no,no,no,support,low
tres bien,tres bien,medium,260,2,no,no,no,support,low
assez bien,excellent,medium,101,5,no,no,no,support,low
bien,bien,medium,230,2,no,no,no,technical,low
excellent,bien,low,242,4,no,no,no,technical,low
assez bien,tres bien,low,193,2,no,no,no,technical,low
tres bien,bien,low,234,4,no,no,no,management,low
bien,excellent,low,132,3,no,no,no,IT,low
bien,bien,medium,183,3,no,no,no,IT,low
tres bien,tres bien,medium,191,4,no,no,no,IT,low
assez bien,excellent,medium,140,4,no,no,no,IT,low
excellent,excellent,medium,257,3,no,no,no,IT,medium
excellent,bien,medium,219,3,no,no,no,product_mng,medium
excellent,tres bien,medium,141,2,no,no,no,product_mng,medium
excellent,excellent,medium,162,2,no,no,no,product_mng,medium
bien,tres bien,low,181,3,no,no,no,product_mng,medium
bien,bien,low,191,3,no,no,no,IT,medium
excellent,tres bien,medium,149,6,yes,no,no,RandD,medium
tres bien,tres bien,low,164,4,no,no,no,RandD,medium
tres bien,bien,medium,235,3,no,no,no,RandD,medium
excellent,tres bien,low,199,3,no,no,no,RandD,medium
tres bien,bien,low,248,3,no,no,no,RandD,medium
bien,bien,low,103,3,yes,no,no,marketing,medium
bien,tres bien,medium,248,4,no,no,no,marketing,high
excellent,excellent,low,153,3,yes,no,no,sales,low
tres bien,excellent,medium,241,4,no,no,no,accounting,medium
bien,excellent,medium,258,3,no,no,no,support,medium
excellent,tres bien,medium,172,5,yes,no,no,technical,medium
bien,tres bien,low,149,2,no,no,no,management,medium
tres bien,excellent,medium,217,3,no,no,no,marketing,low
bien,excellent,low,243,3,no,no,no,marketing,low
excellent,excellent,medium,120,3,no,no,no,marketing,low
excellent,bien,low,137,3,yes,no,no,sales,low
tres bien,tres bien,medium,150,3,no,no,no,sales,low
assez bien,bien,medium,199,5,no,no,no,sales,low
tres bien,tres bien,low,203,2,no,no,no,sales,low
excellent,excellent,low,273,3,no,no,no,sales,low
excellent,bien,low,214,3,yes,no,no,sales,low
excellent,excellent,medium,141,3,no,no,no,sales,low
excellent,excellent,medium,243,3,no,no,no,sales,low
tres bien,bien,medium,159,3,no,no,no,sales,low
tres bien,excellent,medium,146,3,no,no,no,sales,low
tres bien,tres bien,medium,159,2,no,no,no,sales,low
excellent,excellent,medium,196,3,no,no,no,sales,low
bien,bien,medium,183,2,yes,no,no,sales,low
passable,excellent,medium,192,4,no,no,no,sales,low
tres bien,excellent,medium,246,2,no,no,no,sales,low
excellent,excellent,medium,191,4,no,no,no,sales,low
assez bien,excellent,low,158,3,no,no,no,sales,low
tres bien,excellent,medium,167,2,no,no,no,sales,low
assez bien,bien,low,187,2,yes,no,no,sales,medium
tres bien,excellent,medium,199,4,no,no,no,accounting,medium
tres bien,tres bien,medium,157,3,no,no,no,accounting,medium
assez bien,bien,low,157,3,no,no,no,accounting,medium
tres bien,tres bien,low,178,2,no,no,no,hr,medium
excellent,tres bien,low,154,2,no,no,no,hr,medium
excellent,excellent,medium,208,2,yes,no,no,hr,medium
passable,tres bien,medium,273,5,yes,no,no,hr,medium
bien,tres bien,medium,159,3,no,no,no,technical,medium
tres bien,excellent,medium,234,2,no,no,no,technical,medium
tres bien,excellent,medium,139,3,yes,no,no,technical,medium
tres bien,tres bien,medium,210,4,no,no,no,technical,medium
excellent,bien,low,164,3,no,no,no,technical,high
passable,tres bien,low,241,5,yes,no,no,technical,low
excellent,tres bien,medium,259,2,no,no,no,technical,medium
bien,tres bien,low,159,3,yes,no,no,technical,medium
assez bien,bien,medium,131,2,no,no,no,technical,medium
bien,bien,low,266,2,no,no,no,technical,medium
tres bien,tres bien,low,153,2,no,no,no,technical,low
bien,bien,low,253,2,no,no,no,support,low
tres bien,excellent,medium,141,2,yes,no,no,support,low
tres bien,excellent,low,199,3,no,no,no,support,low
bien,tres bien,low,205,3,no,no,no,support,low
excellent,tres bien,medium,252,3,no,no,no,support,low
excellent,excellent,medium,153,3,no,no,no,support,low
tres bien,assez bien,low,171,4,no,no,no,support,low
tres bien,excellent,medium,150,4,no,no,no,support,low
excellent,bien,medium,247,3,no,no,no,support,low
bien,excellent,medium,150,2,yes,no,no,support,low
excellent,excellent,medium,206,2,no,no,no,support,low
tres bien,bien,medium,192,4,yes,no,no,technical,low
tres bien,excellent,medium,164,3,no,no,no,technical,low
bien,tres bien,low,186,3,no,no,no,technical,low
excellent,tres bien,low,249,3,no,no,no,management,low
tres bien,excellent,low,214,2,no,no,no,IT,low
tres bien,tres bien,medium,193,4,no,no,no,IT,low
tres bien,excellent,low,114,4,no,no,no,IT,low
excellent,tres bien,low,122,2,no,no,no,IT,low
bien,bien,low,170,3,yes,no,no,IT,low
bien,excellent,low,151,3,no,no,no,product_mng,medium
bien,tres bien,low,156,3,no,no,no,product_mng,medium
excellent,tres bien,medium,170,3,yes,no,no,product_mng,medium
bien,bien,low,188,2,no,no,no,product_mng,medium
excellent,tres bien,medium,201,3,yes,no,no,IT,medium
tres bien,bien,high,254,6,no,no,no,RandD,medium
bien,tres bien,low,206,4,no,no,no,RandD,medium
excellent,tres bien,medium,216,3,no,no,no,RandD,medium
excellent,tres bien,medium,200,3,no,no,no,RandD,medium
excellent,bien,medium,202,2,no,no,no,RandD,medium
passable,tres bien,medium,217,4,no,no,no,RandD,medium
bien,tres bien,medium,151,4,no,no,no,marketing,medium
bien,bien,low,224,2,no,no,no,sales,high
excellent,excellent,medium,148,3,no,no,no,accounting,low
assez bien,excellent,high,224,5,yes,no,no,support,medium
tres bien,tres bien,low,243,5,yes,no,no,technical,medium
excellent,excellent,medium,238,3,yes,no,no,management,medium
excellent,tres bien,low,254,3,no,no,no,marketing,medium
assez bien,bien,medium,218,4,no,no,no,marketing,low
tres bien,tres bien,low,237,3,no,no,no,marketing,low
bien,tres bien,medium,185,2,no,no,no,sales,low
tres bien,excellent,medium,184,3,no,no,no,sales,low
passable,tres bien,low,176,3,yes,no,no,sales,low
excellent,excellent,medium,260,3,no,no,no,sales,low
tres bien,tres bien,medium,254,4,no,no,no,sales,low
tres bien,excellent,low,221,3,no,no,no,sales,low
bien,bien,medium,257,2,no,no,no,sales,low
bien,excellent,low,265,3,yes,no,no,sales,low
bien,tres bien,low,138,3,yes,no,no,sales,low
bien,tres bien,low,163,2,yes,no,no,sales,low
bien,excellent,low,144,3,no,no,no,sales,low
tres bien,bien,low,146,2,yes,no,no,sales,low
excellent,excellent,low,242,6,no,no,no,sales,low
excellent,excellent,medium,249,3,no,no,no,sales,low
bien,bien,low,245,3,no,no,no,sales,low
bien,tres bien,medium,201,2,no,no,no,sales,low
tres bien,bien,medium,177,4,yes,no,no,sales,medium
tres bien,excellent,medium,160,2,no,no,no,sales,medium
tres bien,bien,high,177,2,yes,no,no,sales,medium
tres bien,excellent,medium,153,3,no,no,no,accounting,medium
tres bien,tres bien,low,197,5,no,no,no,accounting,medium
tres bien,excellent,medium,246,4,no,no,no,accounting,medium
bien,excellent,medium,258,3,no,no,no,hr,medium
tres bien,bien,low,137,3,no,no,no,hr,medium
passable,excellent,low,178,4,no,no,no,hr,medium
assez bien,excellent,medium,123,4,no,no,no,hr,medium
bien,tres bien,medium,162,3,yes,no,no,technical,medium
bien,tres bien,medium,210,5,no,no,no,technical,medium
bien,bien,medium,197,3,yes,no,no,technical,high
bien,excellent,low,220,3,no,no,no,technical,low
tres bien,tres bien,medium,133,2,no,no,no,technical,medium
tres bien,excellent,low,198,2,no,no,no,technical,medium
passable,excellent,medium,160,5,no,no,no,technical,medium
bien,tres bien,low,180,2,no,no,no,technical,medium
excellent,tres bien,low,217,3,no,no,no,technical,low
bien,bien,low,223,3,no,no,no,technical,low
tres bien,excellent,medium,229,2,no,no,no,technical,low
excellent,tres bien,medium,159,3,no,no,no,support,low
passable,tres bien,medium,253,5,no,no,no,support,low
excellent,excellent,low,235,2,no,no,no,support,low
tres bien,excellent,medium,186,3,no,no,no,support,low
tres bien,excellent,medium,263,2,no,no,no,support,low
excellent,assez bien,medium,239,4,no,no,no,support,low
excellent,tres bien,medium,151,2,no,no,no,support,low
excellent,bien,low,106,4,no,no,no,support,low
tres bien,tres bien,low,183,4,no,no,no,support,low
